date,hour,day_of_week,day_name,is_weekend,is_rush_hour,route_name,distance_km,normal_duration_min,current_duration_min,delay_min,traffic_level,traffic_label
2026-01-19,23,0,Monday,False,False,Oshodi Junction,8.5,15,18.0,3.0,1,Light
2026-01-19,23,0,Monday,False,False,Obalende-CMS,6.2,12,11.1,-0.9,1,Light
2026-01-19,23,0,Monday,False,False,Otedola Bridge,9.0,16,40.1,24.1,3,Heavy
2026-01-19,23,0,Monday,False,False,Ajah,10.5,20,20.6,0.6,0,None
2026-01-19,23,0,Monday,False,False,Iyana Iba,11.0,19,13.3,-5.7,0,None
2026-01-20,0,1,Tuesday,False,False,Third Mainland Bridge,11.8,18,19.3,1.3,0,None
2026-01-20,0,1,Tuesday,False,False,Lekki-Epe Expressway,15.2,25,23.3,-1.7,0,None
2026-01-20,0,1,Tuesday,False,False,Apapa-Oshodi Expressway,12.5,22,24.2,2.2,1,Light
2026-01-20,0,1,Tuesday,False,False,Lagos-Ibadan Expressway,18.0,30,28.6,-1.4,1,Light
2026-01-20,0,1,Tuesday,False,False,Ikorodu Road,14.0,24,18.0,-6.0,0,None
2026-01-20,0,1,Tuesday,False,False,Oshodi Junction,8.5,15,16.4,1.4,1,Light
2026-01-20,0,1,Tuesday,False,False,Obalende-CMS,6.2,12,35.7,23.7,4,Severe
2026-01-20,0,1,Tuesday,False,False,Otedola Bridge,9.0,16,11.6,-4.4,1,Light
2026-01-20,0,1,Tuesday,False,False,Ajah,10.5,20,65.2,45.2,4,Severe
2026-01-20,0,1,Tuesday,False,False,Iyana Iba,11.0,19,13.3,-5.7,0,None
2026-01-20,1,1,Tuesday,False,False,Third Mainland Bridge,11.8,18,12.6,-5.4,0,None
2026-01-20,1,1,Tuesday,False,False,Lekki-Epe Expressway,15.2,25,19.8,-5.2,0,None
2026-01-20,1,1,Tuesday,False,False,Apapa-Oshodi Expressway,12.5,22,16.8,-5.2,0,None
2026-01-20,1,1,Tuesday,False,False,Lagos-Ibadan Expressway,18.0,30,29.1,-0.9,1,Light
2026-01-20,1,1,Tuesday,False,False,Ikorodu Road,14.0,24,17.2,-6.8,0,None
2026-01-20,1,1,Tuesday,False,False,Oshodi Junction,8.5,15,17.6,2.6,2,Moderate
2026-01-20,1,1,Tuesday,False,False,Obalende-CMS,6.2,12,13.6,1.6,1,Light
2026-01-20,1,1,Tuesday,False,False,Otedola Bridge,9.0,16,11.2,-4.8,0,None
2026-01-20,1,1,Tuesday,False,False,Ajah,10.5,20,15.0,-5.0,0,None
2026-01-20,1,1,Tuesday,False,False,Iyana Iba,11.0,19,13.3,-5.7,0,None
2026-01-20,2,1,Tuesday,False,False,Third Mainland Bridge,11.8,18,16.8,-1.2,0,None
2026-01-20,2,1,Tuesday,False,False,Lekki-Epe Expressway,15.2,25,18.4,-6.6,0,None
2026-01-20,2,1,Tuesday,False,False,Apapa-Oshodi Expressway,12.5,22,17.6,-4.4,1,Light
2026-01-20,2,1,Tuesday,False,False,Lagos-Ibadan Expressway,18.0,30,28.2,-1.8,0,None
2026-01-20,2,1,Tuesday,False,False,Ikorodu Road,14.0,24,16.8,-7.2,0,None
2026-01-20,2,1,Tuesday,False,False,Oshodi Junction,8.5,15,12.8,-2.2,1,Light
2026-01-20,2,1,Tuesday,False,False,Obalende-CMS,6.2,12,10.9,-1.1,0,None
2026-01-20,2,1,Tuesday,False,False,Otedola Bridge,9.0,16,17.2,1.2,1,Light
2026-01-20,2,1,Tuesday,False,False,Ajah,10.5,20,17.2,-2.8,0,None
2026-01-20,2,1,Tuesday,False,False,Iyana Iba,11.0,19,17.7,-1.3,0,None
2026-01-20,3,1,Tuesday,False,False,Third Mainland Bridge,11.8,18,18.1,0.1,0,None
2026-01-20,3,1,Tuesday,False,False,Lekki-Epe Expressway,15.2,25,18.3,-6.7,0,None
2026-01-20,3,1,Tuesday,False,False,Apapa-Oshodi Expressway,12.5,22,19.0,-3.0,1,Light
2026-01-20,3,1,Tuesday,False,False,Lagos-Ibadan Expressway,18.0,30,22.8,-7.2,0,None
2026-01-20,3,1,Tuesday,False,False,Ikorodu Road,14.0,24,18.1,-5.9,0,None
2026-01-20,3,1,Tuesday,False,False,Oshodi Junction,8.5,15,53.7,38.7,4,Severe
2026-01-20,3,1,Tuesday,False,False,Obalende-CMS,6.2,12,8.4,-3.6,0,None
2026-01-20,3,1,Tuesday,False,False,Otedola Bridge,9.0,16,20.8,4.8,1,Light
2026-01-20,3,1,Tuesday,False,False,Ajah,10.5,20,16.0,-4.0,0,None
2026-01-20,3,1,Tuesday,False,False,Iyana Iba,11.0,19,18.2,-0.8,0,None
2026-01-20,4,1,Tuesday,False,False,Third Mainland Bridge,11.8,18,18.1,0.1,0,None
2026-01-20,4,1,Tuesday,False,False,Lekki-Epe Expressway,15.2,25,26.0,1.0,1,Light
2026-01-20,4,1,Tuesday,False,False,Apapa-Oshodi Expressway,12.5,22,15.4,-6.6,0,None
2026-01-20,4,1,Tuesday,False,False,Lagos-Ibadan Expressway,18.0,30,27.8,-2.2,0,None
2026-01-20,4,1,Tuesday,False,False,Ikorodu Road,14.0,24,16.8,-7.2,0,None
2026-01-20,4,1,Tuesday,False,False,Oshodi Junction,8.5,15,19.8,4.8,1,Light
2026-01-20,4,1,Tuesday,False,False,Obalende-CMS,6.2,12,8.4,-3.6,0,None
2026-01-20,4,1,Tuesday,False,False,Otedola Bridge,9.0,16,12.0,-4.0,1,Light
2026-01-20,4,1,Tuesday,False,False,Ajah,10.5,20,19.8,-0.2,0,None
2026-01-20,4,1,Tuesday,False,False,Iyana Iba,11.0,19,15.9,-3.1,0,None
2026-01-20,5,1,Tuesday,False,False,Third Mainland Bridge,11.8,18,17.8,-0.2,0,None
2026-01-20,5,1,Tuesday,False,False,Lekki-Epe Expressway,15.2,25,29.4,4.4,1,Light
2026-01-20,5,1,Tuesday,False,False,Apapa-Oshodi Expressway,12.5,22,17.1,-4.9,1,Light
2026-01-20,5,1,Tuesday,False,False,Lagos-Ibadan Expressway,18.0,30,26.1,-3.9,0,None
2026-01-20,5,1,Tuesday,False,False,Ikorodu Road,14.0,24,23.6,-0.4,1,Light
2026-01-20,5,1,Tuesday,False,False,Oshodi Junction,8.5,15,18.0,3.0,1,Light
2026-01-20,5,1,Tuesday,False,False,Obalende-CMS,6.2,12,8.4,-3.6,0,None
2026-01-20,5,1,Tuesday,False,False,Otedola Bridge,9.0,16,25.4,9.4,2,Moderate
2026-01-20,5,1,Tuesday,False,False,Ajah,10.5,20,18.6,-1.4,0,None
2026-01-20,5,1,Tuesday,False,False,Iyana Iba,11.0,19,15.7,-3.3,0,None
2026-01-20,6,1,Tuesday,False,False,Third Mainland Bridge,11.8,18,30.4,12.4,2,Moderate
2026-01-20,6,1,Tuesday,False,False,Lekki-Epe Expressway,15.2,25,18.9,-6.1,0,None
2026-01-20,6,1,Tuesday,False,False,Apapa-Oshodi Expressway,12.5,22,52.8,30.8,3,Heavy
2026-01-20,6,1,Tuesday,False,False,Lagos-Ibadan Expressway,18.0,30,33.8,3.8,1,Light
2026-01-20,6,1,Tuesday,False,False,Ikorodu Road,14.0,24,21.3,-2.7,1,Light
2026-01-20,6,1,Tuesday,False,False,Oshodi Junction,8.5,15,23.0,8.0,2,Moderate
2026-01-20,6,1,Tuesday,False,False,Obalende-CMS,6.2,12,13.0,1.0,0,None
2026-01-20,6,1,Tuesday,False,False,Otedola Bridge,9.0,16,20.6,4.6,2,Moderate
2026-01-20,6,1,Tuesday,False,False,Ajah,10.5,20,33.4,13.4,2,Moderate
2026-01-20,6,1,Tuesday,False,False,Iyana Iba,11.0,19,18.0,-1.0,0,None
2026-01-20,7,1,Tuesday,False,True,Third Mainland Bridge,11.8,18,63.5,45.5,4,Severe
2026-01-20,7,1,Tuesday,False,True,Lekki-Epe Expressway,15.2,25,74.9,49.9,4,Severe
2026-01-20,7,1,Tuesday,False,True,Apapa-Oshodi Expressway,12.5,22,86.5,64.5,4,Severe
2026-01-20,7,1,Tuesday,False,True,Lagos-Ibadan Expressway,18.0,30,72.3,42.3,3,Heavy
2026-01-20,7,1,Tuesday,False,True,Ikorodu Road,14.0,24,78.8,54.8,4,Severe
2026-01-20,7,1,Tuesday,False,True,Oshodi Junction,8.5,15,56.8,41.8,4,Severe
2026-01-20,7,1,Tuesday,False,True,Obalende-CMS,6.2,12,36.1,24.1,4,Severe
2026-01-20,7,1,Tuesday,False,True,Otedola Bridge,9.0,16,69.8,53.8,4,Severe
2026-01-20,7,1,Tuesday,False,True,Ajah,10.5,20,65.5,45.5,4,Severe
2026-01-20,7,1,Tuesday,False,True,Iyana Iba,11.0,19,57.4,38.4,4,Severe
2026-01-20,8,1,Tuesday,False,True,Third Mainland Bridge,11.8,18,59.3,41.3,4,Severe
2026-01-20,8,1,Tuesday,False,True,Lekki-Epe Expressway,15.2,25,78.5,53.5,4,Severe
2026-01-20,8,1,Tuesday,False,True,Apapa-Oshodi Expressway,12.5,22,84.5,62.5,4,Severe
2026-01-20,8,1,Tuesday,False,True,Lagos-Ibadan Expressway,18.0,30,82.6,52.6,4,Severe
2026-01-20,8,1,Tuesday,False,True,Ikorodu Road,14.0,24,75.9,51.9,4,Severe
2026-01-20,8,1,Tuesday,False,True,Oshodi Junction,8.5,15,57.7,42.7,4,Severe
2026-01-20,8,1,Tuesday,False,True,Obalende-CMS,6.2,12,42.0,30.0,4,Severe
2026-01-20,8,1,Tuesday,False,True,Otedola Bridge,9.0,16,65.6,49.6,4,Severe
2026-01-20,8,1,Tuesday,False,True,Ajah,10.5,20,64.4,44.4,4,Severe
2026-01-20,8,1,Tuesday,False,True,Iyana Iba,11.0,19,60.4,41.4,4,Severe
2026-01-20,9,1,Tuesday,False,True,Third Mainland Bridge,11.8,18,46.5,28.5,3,Heavy
2026-01-20,9,1,Tuesday,False,True,Lekki-Epe Expressway,15.2,25,78.9,53.9,4,Severe
2026-01-20,9,1,Tuesday,False,True,Apapa-Oshodi Expressway,12.5,22,92.5,70.5,4,Severe
2026-01-20,9,1,Tuesday,False,True,Lagos-Ibadan Expressway,18.0,30,81.3,51.3,4,Severe
2026-01-20,9,1,Tuesday,False,True,Ikorodu Road,14.0,24,74.8,50.8,4,Severe
2026-01-20,9,1,Tuesday,False,True,Oshodi Junction,8.5,15,55.2,40.2,4,Severe
2026-01-20,9,1,Tuesday,False,True,Obalende-CMS,6.2,12,44.5,32.5,4,Severe
2026-01-20,9,1,Tuesday,False,True,Otedola Bridge,9.0,16,42.6,26.6,3,Heavy
2026-01-20,9,1,Tuesday,False,True,Ajah,10.5,20,68.6,48.6,4,Severe
2026-01-20,9,1,Tuesday,False,True,Iyana Iba,11.0,19,56.7,37.7,4,Severe
2026-01-20,10,1,Tuesday,False,True,Third Mainland Bridge,11.8,18,63.7,45.7,4,Severe
2026-01-20,10,1,Tuesday,False,True,Lekki-Epe Expressway,15.2,25,75.0,50.0,4,Severe
2026-01-20,10,1,Tuesday,False,True,Apapa-Oshodi Expressway,12.5,22,86.3,64.3,4,Severe
2026-01-20,10,1,Tuesday,False,True,Lagos-Ibadan Expressway,18.0,30,81.9,51.9,4,Severe
2026-01-20,10,1,Tuesday,False,True,Ikorodu Road,14.0,24,55.6,31.6,3,Heavy
2026-01-20,10,1,Tuesday,False,True,Oshodi Junction,8.5,15,60.4,45.4,4,Severe
2026-01-20,10,1,Tuesday,False,True,Obalende-CMS,6.2,12,44.0,32.0,4,Severe
2026-01-20,10,1,Tuesday,False,True,Otedola Bridge,9.0,16,69.1,53.1,4,Severe
2026-01-20,10,1,Tuesday,False,True,Ajah,10.5,20,69.4,49.4,4,Severe
2026-01-20,10,1,Tuesday,False,True,Iyana Iba,11.0,19,57.2,38.2,4,Severe
2026-01-20,11,1,Tuesday,False,False,Third Mainland Bridge,11.8,18,28.5,10.5,2,Moderate
2026-01-20,11,1,Tuesday,False,False,Lekki-Epe Expressway,15.2,25,41.9,16.9,2,Moderate
2026-01-20,11,1,Tuesday,False,False,Apapa-Oshodi Expressway,12.5,22,57.6,35.6,3,Heavy
2026-01-20,11,1,Tuesday,False,False,Lagos-Ibadan Expressway,18.0,30,42.9,12.9,2,Moderate
2026-01-20,11,1,Tuesday,False,False,Ikorodu Road,14.0,24,37.1,13.1,2,Moderate
2026-01-20,11,1,Tuesday,False,False,Oshodi Junction,8.5,15,41.1,26.1,3,Heavy
2026-01-20,11,1,Tuesday,False,False,Obalende-CMS,6.2,12,33.6,21.6,3,Heavy
2026-01-20,11,1,Tuesday,False,False,Otedola Bridge,9.0,16,38.7,22.7,3,Heavy
2026-01-20,11,1,Tuesday,False,False,Ajah,10.5,20,20.7,0.7,1,Light
2026-01-20,11,1,Tuesday,False,False,Iyana Iba,11.0,19,26.6,7.6,2,Moderate
2026-01-20,12,1,Tuesday,False,False,Third Mainland Bridge,11.8,18,25.7,7.7,2,Moderate
2026-01-20,12,1,Tuesday,False,False,Lekki-Epe Expressway,15.2,25,36.4,11.4,2,Moderate
2026-01-20,12,1,Tuesday,False,False,Apapa-Oshodi Expressway,12.5,22,57.6,35.6,3,Heavy
2026-01-20,12,1,Tuesday,False,False,Lagos-Ibadan Expressway,18.0,30,46.7,16.7,2,Moderate
2026-01-20,12,1,Tuesday,False,False,Ikorodu Road,14.0,24,63.7,39.7,3,Heavy
2026-01-20,12,1,Tuesday,False,False,Oshodi Junction,8.5,15,38.0,23.0,3,Heavy
2026-01-20,12,1,Tuesday,False,False,Obalende-CMS,6.2,12,14.1,2.1,2,Moderate
2026-01-20,12,1,Tuesday,False,False,Otedola Bridge,9.0,16,65.1,49.1,4,Severe
2026-01-20,12,1,Tuesday,False,False,Ajah,10.5,20,25.2,5.2,2,Moderate
2026-01-20,12,1,Tuesday,False,False,Iyana Iba,11.0,19,26.9,7.9,2,Moderate
2026-01-20,13,1,Tuesday,False,False,Third Mainland Bridge,11.8,18,28.8,10.8,2,Moderate
2026-01-20,13,1,Tuesday,False,False,Lekki-Epe Expressway,15.2,25,39.8,14.8,2,Moderate
2026-01-20,13,1,Tuesday,False,False,Apapa-Oshodi Expressway,12.5,22,90.9,68.9,4,Severe
2026-01-20,13,1,Tuesday,False,False,Lagos-Ibadan Expressway,18.0,30,43.9,13.9,2,Moderate
2026-01-20,13,1,Tuesday,False,False,Ikorodu Road,14.0,24,40.0,16.0,2,Moderate
2026-01-20,13,1,Tuesday,False,False,Oshodi Junction,8.5,15,40.8,25.8,3,Heavy
2026-01-20,13,1,Tuesday,False,False,Obalende-CMS,6.2,12,18.4,6.4,2,Moderate
2026-01-20,13,1,Tuesday,False,False,Otedola Bridge,9.0,16,36.8,20.8,3,Heavy
2026-01-20,13,1,Tuesday,False,False,Ajah,10.5,20,33.3,13.3,2,Moderate
2026-01-20,13,1,Tuesday,False,False,Iyana Iba,11.0,19,14.2,-4.8,1,Light
2026-01-20,14,1,Tuesday,False,False,Third Mainland Bridge,11.8,18,28.6,10.6,2,Moderate
2026-01-20,14,1,Tuesday,False,False,Lekki-Epe Expressway,15.2,25,29.5,4.5,1,Light
2026-01-20,14,1,Tuesday,False,False,Apapa-Oshodi Expressway,12.5,22,52.4,30.4,3,Heavy
2026-01-20,14,1,Tuesday,False,False,Lagos-Ibadan Expressway,18.0,30,46.5,16.5,2,Moderate
2026-01-20,14,1,Tuesday,False,False,Ikorodu Road,14.0,24,33.5,9.5,2,Moderate
2026-01-20,14,1,Tuesday,False,False,Oshodi Junction,8.5,15,35.7,20.7,3,Heavy
2026-01-20,14,1,Tuesday,False,False,Obalende-CMS,6.2,12,21.6,9.6,2,Moderate
2026-01-20,14,1,Tuesday,False,False,Otedola Bridge,9.0,16,35.6,19.6,3,Heavy
2026-01-20,14,1,Tuesday,False,False,Ajah,10.5,20,66.3,46.3,4,Severe
2026-01-20,14,1,Tuesday,False,False,Iyana Iba,11.0,19,23.7,4.7,2,Moderate
2026-01-20,15,1,Tuesday,False,False,Third Mainland Bridge,11.8,18,22.9,4.9,2,Moderate
2026-01-20,15,1,Tuesday,False,False,Lekki-Epe Expressway,15.2,25,33.5,8.5,2,Moderate
2026-01-20,15,1,Tuesday,False,False,Apapa-Oshodi Expressway,12.5,22,59.5,37.5,3,Heavy
2026-01-20,15,1,Tuesday,False,False,Lagos-Ibadan Expressway,18.0,30,44.0,14.0,2,Moderate
2026-01-20,15,1,Tuesday,False,False,Ikorodu Road,14.0,24,31.7,7.7,2,Moderate
2026-01-20,15,1,Tuesday,False,False,Oshodi Junction,8.5,15,56.0,41.0,4,Severe
2026-01-20,15,1,Tuesday,False,False,Obalende-CMS,6.2,12,28.5,16.5,3,Heavy
2026-01-20,15,1,Tuesday,False,False,Otedola Bridge,9.0,16,35.5,19.5,3,Heavy
2026-01-20,15,1,Tuesday,False,False,Ajah,10.5,20,33.6,13.6,2,Moderate
2026-01-20,15,1,Tuesday,False,False,Iyana Iba,11.0,19,28.0,9.0,2,Moderate
2026-01-20,16,1,Tuesday,False,False,Third Mainland Bridge,11.8,18,24.3,6.3,2,Moderate
2026-01-20,16,1,Tuesday,False,False,Lekki-Epe Expressway,15.2,25,66.2,41.2,3,Heavy
2026-01-20,16,1,Tuesday,False,False,Apapa-Oshodi Expressway,12.5,22,57.7,35.7,3,Heavy
2026-01-20,16,1,Tuesday,False,False,Lagos-Ibadan Expressway,18.0,30,40.6,10.6,2,Moderate
2026-01-20,16,1,Tuesday,False,False,Ikorodu Road,14.0,24,38.2,14.2,2,Moderate
2026-01-20,16,1,Tuesday,False,False,Oshodi Junction,8.5,15,19.0,4.0,2,Moderate
2026-01-20,16,1,Tuesday,False,False,Obalende-CMS,6.2,12,13.9,1.9,2,Moderate
2026-01-20,16,1,Tuesday,False,False,Otedola Bridge,9.0,16,42.6,26.6,3,Heavy
2026-01-20,16,1,Tuesday,False,False,Ajah,10.5,20,26.2,6.2,2,Moderate
2026-01-20,16,1,Tuesday,False,False,Iyana Iba,11.0,19,48.2,29.2,3,Heavy
2026-01-20,17,1,Tuesday,False,True,Third Mainland Bridge,11.8,18,58.2,40.2,4,Severe
2026-01-20,17,1,Tuesday,False,True,Lekki-Epe Expressway,15.2,25,75.0,50.0,4,Severe
2026-01-20,17,1,Tuesday,False,True,Apapa-Oshodi Expressway,12.5,22,90.9,68.9,4,Severe
2026-01-20,17,1,Tuesday,False,True,Lagos-Ibadan Expressway,18.0,30,85.8,55.8,4,Severe
2026-01-20,17,1,Tuesday,False,True,Ikorodu Road,14.0,24,73.2,49.2,4,Severe
2026-01-20,17,1,Tuesday,False,True,Oshodi Junction,8.5,15,59.7,44.7,4,Severe
2026-01-20,17,1,Tuesday,False,True,Obalende-CMS,6.2,12,41.3,29.3,4,Severe
2026-01-20,17,1,Tuesday,False,True,Otedola Bridge,9.0,16,70.3,54.3,4,Severe
2026-01-20,17,1,Tuesday,False,True,Ajah,10.5,20,66.8,46.8,4,Severe
2026-01-20,17,1,Tuesday,False,True,Iyana Iba,11.0,19,61.0,42.0,4,Severe
2026-01-20,18,1,Tuesday,False,True,Third Mainland Bridge,11.8,18,67.1,49.1,4,Severe
2026-01-20,18,1,Tuesday,False,True,Lekki-Epe Expressway,15.2,25,76.6,51.6,4,Severe
2026-01-20,18,1,Tuesday,False,True,Apapa-Oshodi Expressway,12.5,22,83.5,61.5,4,Severe
2026-01-20,18,1,Tuesday,False,True,Lagos-Ibadan Expressway,18.0,30,87.6,57.6,4,Severe
2026-01-20,18,1,Tuesday,False,True,Ikorodu Road,14.0,24,72.9,48.9,4,Severe
2026-01-20,18,1,Tuesday,False,True,Oshodi Junction,8.5,15,56.3,41.3,4,Severe
2026-01-20,18,1,Tuesday,False,True,Obalende-CMS,6.2,12,33.2,21.2,3,Heavy
2026-01-20,18,1,Tuesday,False,True,Otedola Bridge,9.0,16,65.0,49.0,4,Severe
2026-01-20,18,1,Tuesday,False,True,Ajah,10.5,20,52.7,32.7,3,Heavy
2026-01-20,18,1,Tuesday,False,True,Iyana Iba,11.0,19,59.6,40.6,4,Severe
2026-01-20,19,1,Tuesday,False,True,Third Mainland Bridge,11.8,18,60.6,42.6,4,Severe
2026-01-20,19,1,Tuesday,False,True,Lekki-Epe Expressway,15.2,25,72.6,47.6,4,Severe
2026-01-20,19,1,Tuesday,False,True,Apapa-Oshodi Expressway,12.5,22,86.5,64.5,4,Severe
2026-01-20,19,1,Tuesday,False,True,Lagos-Ibadan Expressway,18.0,30,73.8,43.8,3,Heavy
2026-01-20,19,1,Tuesday,False,True,Ikorodu Road,14.0,24,73.9,49.9,4,Severe
2026-01-20,19,1,Tuesday,False,True,Oshodi Junction,8.5,15,35.3,20.3,3,Heavy
2026-01-20,19,1,Tuesday,False,True,Obalende-CMS,6.2,12,43.9,31.9,4,Severe
2026-01-20,19,1,Tuesday,False,True,Otedola Bridge,9.0,16,64.0,48.0,4,Severe
2026-01-20,19,1,Tuesday,False,True,Ajah,10.5,20,71.4,51.4,4,Severe
2026-01-20,19,1,Tuesday,False,True,Iyana Iba,11.0,19,55.6,36.6,4,Severe
2026-01-20,20,1,Tuesday,False,True,Third Mainland Bridge,11.8,18,62.8,44.8,4,Severe
2026-01-20,20,1,Tuesday,False,True,Lekki-Epe Expressway,15.2,25,77.8,52.8,4,Severe
2026-01-20,20,1,Tuesday,False,True,Apapa-Oshodi Expressway,12.5,22,85.4,63.4,4,Severe
2026-01-20,20,1,Tuesday,False,True,Lagos-Ibadan Expressway,18.0,30,72.9,42.9,3,Heavy
2026-01-20,20,1,Tuesday,False,True,Ikorodu Road,14.0,24,76.7,52.7,4,Severe
2026-01-20,20,1,Tuesday,False,True,Oshodi Junction,8.5,15,55.0,40.0,4,Severe
2026-01-20,20,1,Tuesday,False,True,Obalende-CMS,6.2,12,35.3,23.3,4,Severe
2026-01-20,20,1,Tuesday,False,True,Otedola Bridge,9.0,16,69.4,53.4,4,Severe
2026-01-20,20,1,Tuesday,False,True,Ajah,10.5,20,68.7,48.7,4,Severe
2026-01-20,20,1,Tuesday,False,True,Iyana Iba,11.0,19,55.6,36.6,4,Severe
2026-01-20,21,1,Tuesday,False,False,Third Mainland Bridge,11.8,18,12.6,-5.4,0,None
2026-01-20,21,1,Tuesday,False,False,Lekki-Epe Expressway,15.2,25,24.1,-0.9,0,None
2026-01-20,21,1,Tuesday,False,False,Apapa-Oshodi Expressway,12.5,22,36.9,14.9,2,Moderate
2026-01-20,21,1,Tuesday,False,False,Lagos-Ibadan Expressway,18.0,30,29.2,-0.8,1,Light
2026-01-20,21,1,Tuesday,False,False,Ikorodu Road,14.0,24,22.5,-1.5,1,Light
2026-01-20,21,1,Tuesday,False,False,Oshodi Junction,8.5,15,21.4,6.4,2,Moderate
2026-01-20,21,1,Tuesday,False,False,Obalende-CMS,6.2,12,15.1,3.1,1,Light
2026-01-20,21,1,Tuesday,False,False,Otedola Bridge,9.0,16,12.5,-3.5,1,Light
2026-01-20,21,1,Tuesday,False,False,Ajah,10.5,20,32.7,12.7,2,Moderate
2026-01-20,21,1,Tuesday,False,False,Iyana Iba,11.0,19,17.3,-1.7,1,Light
2026-01-20,22,1,Tuesday,False,False,Third Mainland Bridge,11.8,18,21.2,3.2,1,Light
2026-01-20,22,1,Tuesday,False,False,Lekki-Epe Expressway,15.2,25,27.4,2.4,1,Light
2026-01-20,22,1,Tuesday,False,False,Apapa-Oshodi Expressway,12.5,22,30.1,8.1,2,Moderate
2026-01-20,22,1,Tuesday,False,False,Lagos-Ibadan Expressway,18.0,30,30.8,0.8,1,Light
2026-01-20,22,1,Tuesday,False,False,Ikorodu Road,14.0,24,24.0,-0.0,1,Light
2026-01-20,22,1,Tuesday,False,False,Oshodi Junction,8.5,15,12.7,-2.3,1,Light
2026-01-20,22,1,Tuesday,False,False,Obalende-CMS,6.2,12,8.4,-3.6,0,None
2026-01-20,22,1,Tuesday,False,False,Otedola Bridge,9.0,16,26.7,10.7,2,Moderate
2026-01-20,22,1,Tuesday,False,False,Ajah,10.5,20,33.1,13.1,2,Moderate
2026-01-20,22,1,Tuesday,False,False,Iyana Iba,11.0,19,23.0,4.0,1,Light
2026-01-20,23,1,Tuesday,False,False,Third Mainland Bridge,11.8,18,14.5,-3.5,1,Light
2026-01-20,23,1,Tuesday,False,False,Lekki-Epe Expressway,15.2,25,25.1,0.1,1,Light
2026-01-20,23,1,Tuesday,False,False,Apapa-Oshodi Expressway,12.5,22,19.3,-2.7,1,Light
2026-01-20,23,1,Tuesday,False,False,Lagos-Ibadan Expressway,18.0,30,26.0,-4.0,1,Light
2026-01-20,23,1,Tuesday,False,False,Ikorodu Road,14.0,24,23.3,-0.7,1,Light
2026-01-20,23,1,Tuesday,False,False,Oshodi Junction,8.5,15,17.2,2.2,1,Light
2026-01-20,23,1,Tuesday,False,False,Obalende-CMS,6.2,12,8.4,-3.6,1,Light
2026-01-20,23,1,Tuesday,False,False,Otedola Bridge,9.0,16,22.3,6.3,2,Moderate
2026-01-20,23,1,Tuesday,False,False,Ajah,10.5,20,18.1,-1.9,1,Light
2026-01-20,23,1,Tuesday,False,False,Iyana Iba,11.0,19,15.4,-3.6,1,Light
2026-01-21,0,2,Wednesday,False,False,Third Mainland Bridge,11.8,18,17.2,-0.8,0,None
2026-01-21,0,2,Wednesday,False,False,Lekki-Epe Expressway,15.2,25,21.4,-3.6,0,None
2026-01-21,0,2,Wednesday,False,False,Apapa-Oshodi Expressway,12.5,22,19.1,-2.9,0,None
2026-01-21,0,2,Wednesday,False,False,Lagos-Ibadan Expressway,18.0,30,26.5,-3.5,0,None
2026-01-21,0,2,Wednesday,False,False,Ikorodu Road,14.0,24,18.3,-5.7,0,None
2026-01-21,0,2,Wednesday,False,False,Oshodi Junction,8.5,15,19.6,4.6,1,Light
2026-01-21,0,2,Wednesday,False,False,Obalende-CMS,6.2,12,9.2,-2.8,0,None
2026-01-21,0,2,Wednesday,False,False,Otedola Bridge,9.0,16,15.0,-1.0,1,Light
2026-01-21,0,2,Wednesday,False,False,Ajah,10.5,20,14.0,-6.0,0,None
2026-01-21,0,2,Wednesday,False,False,Iyana Iba,11.0,19,19.4,0.4,0,None
2026-01-21,1,2,Wednesday,False,False,Third Mainland Bridge,11.8,18,12.8,-5.2,0,None
2026-01-21,1,2,Wednesday,False,False,Lekki-Epe Expressway,15.2,25,20.8,-4.2,0,None
2026-01-21,1,2,Wednesday,False,False,Apapa-Oshodi Expressway,12.5,22,19.2,-2.8,0,None
2026-01-21,1,2,Wednesday,False,False,Lagos-Ibadan Expressway,18.0,30,21.0,-9.0,0,None
2026-01-21,1,2,Wednesday,False,False,Ikorodu Road,14.0,24,21.9,-2.1,0,None
2026-01-21,1,2,Wednesday,False,False,Oshodi Junction,8.5,15,15.2,0.2,1,Light
2026-01-21,1,2,Wednesday,False,False,Obalende-CMS,6.2,12,8.4,-3.6,1,Light
2026-01-21,1,2,Wednesday,False,False,Otedola Bridge,9.0,16,12.5,-3.5,1,Light
2026-01-21,1,2,Wednesday,False,False,Ajah,10.5,20,17.5,-2.5,0,None
2026-01-21,1,2,Wednesday,False,False,Iyana Iba,11.0,19,13.3,-5.7,0,None
2026-01-21,2,2,Wednesday,False,False,Third Mainland Bridge,11.8,18,14.0,-4.0,0,None
2026-01-21,2,2,Wednesday,False,False,Lekki-Epe Expressway,15.2,25,17.5,-7.5,0,None
2026-01-21,2,2,Wednesday,False,False,Apapa-Oshodi Expressway,12.5,22,17.2,-4.8,1,Light
2026-01-21,2,2,Wednesday,False,False,Lagos-Ibadan Expressway,18.0,30,21.0,-9.0,0,None
2026-01-21,2,2,Wednesday,False,False,Ikorodu Road,14.0,24,19.5,-4.5,0,None
2026-01-21,2,2,Wednesday,False,False,Oshodi Junction,8.5,15,15.2,0.2,0,None
2026-01-21,2,2,Wednesday,False,False,Obalende-CMS,6.2,12,11.1,-0.9,0,None
